podcast_youtube_id,podcast_name,podcast_number,published_at,description
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4xNzI4OTE0NTlBN0QyQUY0,Nude Project: el arte de crear una marca icónica a los 20 años - Podcast #265,265,2022-12-13T15:24:52Z,"¿Quieres participar en el podcast? Rellena este formulario y hablemos:
https://2ydogsajep9.typeform.com/to/sE0zvWxJ

En el podcast de esta semana tenemos con nosotros a Bruno Casanovas y Alejandro Benlloch de Nude Project. 

Nude es una marca de ropa urbana o “streetwear”, dirigida a un público joven y moderno. El punto más fuerte de Nude es su marketing, que combina con éxito estrategias de branding y de contenido y les ha proporcionado casi medio millón de seguidores en Instagram. 

Durante sus menos de cuatro años de recorrido, Nude ha ido creciendo desde vender sudaderas a amigos de la universidad hasta ser un referente en su generación. Pasaron de facturar 600k en 2020, a cerrar 2022 con alrededor de 7M. 

En este podcast hablaremos del mundo de la moda moderna, de la identidad de marca y del crecimiento con la ayuda de redes sociales. 

Los chicos de Nude son muy espabilados y un gran ejemplo de cómo la iniciativa y la dedicación combinados con un buen conocimiento del perfil del cliente pueden dar resultados increíbles. 

INDEX

00:00:00 Sobre este episodio
00:02:58 Qué es Nude Project
00:04:43 Streetwear y colecciones
00:08:33 Supreme, marketing y estilo de vida
00:13:23 Nacimiento de la idea - contenido e inversión inicial
00:17:53 Captar clientes 
00:30:21 Facturación, mercados y business plan
00:46:53 Escalar en moda y las tiendas físicas
00:58:48 Hype y cultura
01:01:53 Inspiración de otros CEOs
01:03:13 ¿Venderíais? Componente de pasión
01:09:13 Inversores y Financiación
01:16:29 Equipo de Nude 
01:20:48 ¿Cómo os conocisteis?
01:28:38 Despedida y regalitos

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS43NkI3M0NGOUE4ODY2OTE1,"Vendimos Quipu, una startup de Itnig - Podcast #264",264,2022-12-05T17:13:53Z,"En el Podcast de esta semana tenemos con nosotros a Roger Dobaño López, fundador de Quipu, una empresa nacida y crecida en el ecosistema de Itnig. 

Quipu es un SaaS de precontabilidad que automatiza la burocracia relacionada con la gestión de facturas e impuestos, enfocada a autónomos y pymes. 

En este episodio, Roger viene a desvelarnos una importante noticia y a hacer un recorrido exhaustivo a través de su historia: desde sus inicios como software de gestión financiera desarrollado dentro de Itnig, hasta la reciente venta que marcará un antes y un después para Roger y compañía. 

No te pierdas una conversación que entra en detalle y que explora los altibajos de Quipu y su estrecha relación con Itnig. 

INDEX

00:00:00 Sobre este episodio
00:03:00 La notícia de Quipu
00:04:10 Qué es Quipu
00:05:20 SaaS y la nueva ley de las facturas
00:12:50 Contabilidad y funcionamiento de Quipu 
00:20:18  Gestoría y asesoría  
00:29:25 Tipo de clientes de Quipu  
00:34:35 Fitnig, el origen de Quipu
00:45:30 Equipo de Quipu y evolución 
00:55:45 Un nuevo cambio de CEO  
01:00:10 Pasar una reestructuración
01:14:05 Cómo se decidió vender
01:22:50 El deal definitivo - Sellsy
01:36:35 Cómo fue recibida la noticia

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp


"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS42MzYyQ0E2MUE4ODAzQkU5,"Triunfar en ""el peor negocio del mundo"": la historia de Smartvel - Podcast #263",263,2022-11-28T12:02:38Z,"En el Podcast de esta semana tenemos con nosotros a Iñigo Valenzuela, CEO y fundador de Smartvel. 

Smartvel es un agregador de contenido enfocado a la industria del travel. Compila y ofrece información a las aerolíneas sobre las ciudades destino, así como sobre las normativas de sanidad del país en cuestión. 

Iñigo nos comparte una gran historia de perseverancia que demuestra lo importante que es aguantar y aprender a adaptarte en situaciones de crisis. 

Su empresa fue duramente golpeada por la pandemia, sin perspectivas de poder continuar. Sin embargo, Iñigo supo aprovechar las oportunidades del momento y Smartvel fueron los primeros en ofrecer un servicio indispensable para todos sus clientes...

Él mismo nos cuenta la historia completa, con honestidad, humor y sabiduría. Os invitamos a escucharle. 

INDEX

00:00:00 Sobre este episodio
00:03:25 Qué es Smartvel
00:07:10 La idea de Iberia
00:10:20 Cuáles son los competidores
00:16:30 Más allá del COVID
00:22:40 Propuesta de valor 
00:24:10 El peor negocio del mundo 
00:28:20 Cómo se factura el negocio
00:32:20 Aerolíneas y cifras
00:39:30 Go to Market - Buscar al cliente
00:48:55 El recorrido de Íñigo
00:56:10 Rondas de Smartvel 
01:06:05 ¿Venderías?
01:10:40 Mujeres en la empresa
01:12:00 Inspiraciones y aprendizaje

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4wMUIwQkI1NEQ1RTFBNTND,Por qué invertimos en Camillion - Podcast #262,262,2022-11-21T10:59:44Z,"En el podcast de esta semana tenemos con nosotros a Adrián Domenech, de Camillion. 

Se trata de una de las empresas invertidas por Itnig y aquí os contamos su historia. Desde cómo Adrián desarrolló el concepto, pasando por muchos altibajos - tener que pivotar, quedarse sin caja - hasta encontrar financiación y resurgir. 

Camillion es un sistema de comunicación y productividad visual B2B, que compite con ni más ni menos que plataformas como Slack o Whatsapp. Sin embargo, sus características definitorias colocan a Camillion en una nueva categoría propia. 

En este episodio, exploramos las dificultades de crear una red social, de conseguir demanda al crear una nueva categoría y Adrián nos habla con honestidad sobre los tiempos más difíciles como emprendedor. 

INDEX

00:00:00 Sobre este episodio
00:03:00 Qué es Camillion
00:05:20 Caso de uso típico
00:11:10 Quién es tu competidor
00:13:30 El cliente tipo
00:17:30 La historia de Adrián y Camillion
00:21:30 Dificultades de crear una red social
00:32:10 ¿Cómo entró Bernat como inversor?
00:36:40 Crear una nueva categoría y conseguir demanda
00:42:05 Ventajas competitivas y resiliencia
00:45:30 La ronda de Camillion
00:56:35 ¿Vendes por 50M€?
00:57:50 Inspiración
00:59:00 Vida en México

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp


"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS43RDFFNUM4NkUwRDhEMjRD,El impacto de donar a una fundación - Podcast #261,261,2022-11-14T16:13:59Z,"En el Podcast de esta semana tenemos con nosotros a Pablo Melchor de la fundación Ayuda Efectiva. 

Ayuda Efectiva es una fundación que trabaja desde el principio del altruismo efectivo, concepto que también exploramos en el Podcast #256, con Norrsken (https://youtu.be/XoEcqZbVYXY).

Pablo, más allá de ser un emprendedor típico, ha encontrado su vocación por el impacto positivo y las acciones humanitarias después de crear dos empresas y tener dos exits. En este episodio, nos cuenta su viaje y nos explica con rigurosidad el funcionamiento de su fundación y los programas a los que apoya. 

También nos adentraremos en el concepto de alto impacto positivo y cómo Ayuda Efectiva, en colaboración con GiveWell, lo mide y lo genera. 

No hay duda de que Pablo demuestra un gran entusiasmo por su labor y que nos enseña el lado más meticuloso y analítico de la caridad. 

INDEX 

00:00:00 Sobre este episodio
00:04:25 Qué es Ayuda Efectiva
00:05:10 ¿Cómo te planteas una fundación? 
00:09:10 Las primeras empresas de Pablo
00:15:30 El cambio de mentalidad
00:20:15 Altruismo eficaz y cómo aplicarlo
00:25:35 La comunidad de Ayuda Efectiva
00:46:00 Go to Market y criterios para invertir
00:52:15 Givewell y cómo calcular el impacto
01:06:35 Encontrar motivación y satisfacción
01:12:40 Economics de Ayuda Efectiva
01:20:45 ¿Cuánto cobra Pablo?
01:28:20 De dónde viene la inspiración

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS43RkJGOTAwRDhCOEQ1RjIy,La vida como un reto: Aciertos de un emprendedor récord Guinness - Podcast #260,260,2022-11-07T15:40:33Z,"¿Quieres participar en el podcast? Rellena este formulario y hablemos:
https://2ydogsajep9.typeform.com/to/sE0zvWxJ

En el Podcast de esta semana tenemos con nosotros a Pablo Fernández, cofundador de Clicars y Clikalia y, además, 5 veces récord Guinness de natación. 

Pablo nos comparte los aciertos que le han llevado al éxito, desde sus inicios en Harvard, hasta ser el vicepresidente ejecutivo más joven de la historia del banco Santander, para después lanzarse a montar su propio startup. 

Con una vida llena de desafíos y superación, Pablo nos demuestra cómo la constancia, la buena estrategia y la disciplina son algunos de los factores claves para ser un gran emprendedor. 

Lo cierto es que nos ha dejado muchas valiosas lecciones a aprender. 

(Pablo Fernández pertenece a la red de emprendedores Endeavor, la comunidad global líder de, por y para Emprendedores de Alto Impacto - http://endeavor.org.es/ )

INDEX

00:00:00 Sobre este episodio
00:03:43 Qué es Clicars
00:08:10 Boston Consulting Group - Background de Pablo
00:13:04 Cómo se crece a este ritmo en un banco
00:16:35 ¿Siempre quiso emprender?
00:18:06 Los records Guiness
00:22:00 La historia de Clicars
00:35:00 Cómo empezó todo
00:40:30 Sobre la captación de clientes
00:42:09 La propuesta de valor al cliente/comprador
00.45:45 Pasando a reacondicionar coches
00:51:50 Cómo es la P&L de Clicars
00:53:00 Experimentos en televisión
00:57:26 Crecimiento en ventas
00:58:40 Hacer el exit
01:07:50 Por qué no internacionalizaron
01:09:05 ¿Ahora qué? - Clikalia
01:13:25 Vida personal
01:15:45 Cómo se inspira
01:17:40 ¿Empezaría otra empresa de cero?

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp


"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS5EQkEyODM0NTk2MUFEQkYz,"El mundo de la economía freelance y las nuevas finanzas, con AirTM - Podcast #259",259,2022-10-31T17:06:58Z,"En el podcast de esta semana, tenemos como invitado a Rubén Galindo de AirTM. 

De nuevo, nos adentramos en el mundo de la tecnología financiera en latinoamérica con una compañía que provee una solución peer-to-peer para el intercambio de dinero, es decir, una e-wallet o billetera digital. 

En esta conversación exploraremos cómo la tecnología financiera puede transformar la economía, así como tener un impacto social. Rubén nos habla del uso que los freelancers hacen de su plataforma y de cómo esta les ayuda a incorporarse a la economía internacional. 

Por último - cómo no - volveremos a comentar el uso de la tecnología blockchain y las criptomonedas. 

INDEX

00:00:00 Sobre este episodio
00:02:33 Qué es AirTm
00:04:30 Cómo os diferenciais de los neobancos
00:06:20 Economía Freelance
00:12:20 Pobreza y finanzas en LATAM
00:15:38 Cómo funciona
00:19:00 Paypal en LATAM
00:20:23 Dónde está el negocio
00:23:50 Cuánto dinero mueven
00:35:43 Equipo de AirTM
00:39:40 Crecer con influencers
00:47:12 Criptos y Blockchain
00:51:08 La historia de Rubén Galindo 
00:58:35 Fundraising y evolución en AirTM
01:03:28 Futuro de AirTM


PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4xODJEMEQ5M0RCMDRGMzcy,"Las frustraciones de crear una fintech en Latinoamérica, con Pomelo - Podcast #258",258,2022-10-24T11:28:34Z,"En el podcast de esta semana, tenemos como invitado a Gastón Irigoyen, CEO de Pomelo. 

Pomelo opera en el campo de la tecnología financiera. Se trata de la empresa que crea la infraestructura tecnológica regional que permite a otras empresas lanzar y escalar con facilidad servicios financieros, tarjetas o pagos en América Latina.

En este podcast hablaremos de las dificultades a las que se enfrenta la industria fintech en Latinoamérica y Gastón nos explicará cómo él y su empresa han estado lidiando con ellas. 

Hablaremos también de la tokenización y de los neobancos, junto a otros elementos clave en el mundo de las finanzas modernas. 

INDEX 

00:00:00  Sobre este episodio
00:02:43  Qué es Pomelo
00:07:00  Cuál es el Pomelo de otras regiones (EEUU, Europa)
00:09:35  El producto que ofrece Pomelo
00:12:05  Cómo funciona en LATAM la gestión financiera
00:15:21  En qué países operan
00:19:13  Diferencias con Belvo
00:21:13  El estado de arte de los neobancos en LATAM
00:25:07  Aspiran a ser un banco?
00:27:50  Caso de uso con una empresa de soja
00:31:37  Uso de las criptomonedas
00:41:02  Los inicios de Gastón/Pomelo
00:45:29  Hay conflicto por las similitudes entre Naranja X y Pomelo?
00:49:44  Economics: Cómo se monetiza Pomelo y su modelo de negocio
00:53:19  Cómo miden el negocio
01:00:40  Vuelta a los orígenes de Pomelo
01:06:14  La ronda que levantan justo al fundar
01:09:00  La última ronda con Tiger y diferencias con la primera ronda

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4xMTE0RDU2NTlEMTkxNzZB,"La ronda que convirtió a Factorial en ""unicornio"" - Podcast #257",257,2022-10-17T10:27:17Z,"Esta semana tenemos con nosotros a Jordi Romero, habitual del programa y CEO de Factorial. 

Factorial es una startup de Barcelona que ofrece un software as a service para la gestión de recursos humanos. Recientemente, la empresa liderada por Jordi ha alcanzado el rango de ""unicornio"", levantando más de 120 millones de euros. 

En este podcast, conversaremos en profundidad sobre el proceso de esta última ronda de financiación y aprenderemos cómo gestionar el crecimiento en tiempos de crisis financiera. Si algo está claro, es que Jordi conoce el valor de arriesgar para salir adelante. 

Quédate hasta el final para descubrir su experiencia. 

Podcasts anteriores con Factorial:

El origen de Factorial con Jordi Romero - Podcast 122
https://youtu.be/jFGnx-JpjTc

Factorial levanta $80M más: ¿cómo y por qué? | Tertulia en Itnig
https://youtu.be/eoarFAsHHdE

INDEX

00:00:00 Sobre este episodio
00:02:30 Inicio
00:03:20 Por qué hemos levantado una serie C
00:09:20 Buscar financiación
00:12:10 Cómo ha sido el proceso
00:19:30 Private Equity y Venture Capital
00:25:20 La relación con Atómico
00:34:45 La anterior ronda 
00:39:15 Situación actual: logros y crecimiento
00:46:50 Anunciar la ronda: marketing y filtraciones
00:52:30 Visión de futuro 

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4zNDY1MzYwMjYwQUE2QTlD,De fundar Klarna a crear Norrsken: cómo encontró su propósito Niklas Adalberth - Podcast #256,256,2022-10-10T14:30:51Z,"Esta semana tenemos a Niklas Adalberth, quien nos desvela en exclusiva su nuevo proyecto: Norrsken Barcelona. Le acompaña Marc Jordana, la persona a cargo de esta sede. 

Niklas fue cofundador del gigante del fintech Klarna, en 2005, y nos comparte su viaje desde las aulas de la universidad hasta alcanzar el éxito y celebrarlo con un serendípico viaje a Las Vegas. Durante este viaje, Niklas se replantea sus metas personales y decide emprender un proyecto de alto impacto con el objetivo de afectar el mundo de manera positiva. 

Así nace Norrsken, una fundación que apoya y habilita startups de alto impacto positivo hacia el medio ambiente y la sociedad. En Barcelona, Niklas, junto a Marc, pretende crear el centro más grande de Europa dedicado a la tecnología y al impacto. 

En este podcast hablaremos de qué significa verdaderamente el impacto, descubriremos qué es el altruismo efectivo y debatiremos sobre cómo enfocar nuestras habilidades para influir positivamente en el mundo que nos rodea.  

Te invitamos a disfrutar de la conversación y a descubrir cómo Norrsken quiere cambiar el ecosistema de startups de Barcelona y del mundo. 

ENLACES MENCIONADOS
🎙Making Sense Podcast: https://www.samharris.org/podcasts
🎙Emerge Podcast: https://www.whatisemerging.com/emergepodcast
🏢Norrsken Barcelona: https://www.Norrsken.org/barcelona

00:00:00 Acerca de este episodio
00:03:22 Sobre Niklas y Klarna
00:10:02 Modelo de negocio de Klarna
00:11:52 Qué hacia cada fundador
00:13:02 Escala de los ingresos
00:14:20 Las Vegas, dinero y la felicidad
00:18:55 Cómo de lejos llegó Klarna
00:20:50 Inversiones y experiencia de ventas en Estocolmo
00:22:10 Dónde está Klarna ahora
00:27:00 Qué es Norrsken y el altruismo efectivo
00:30:50 Las startups de alto impacto
00:34:00 Qué hace Norrsken
00:34:50 Norrsken en Barcelona
00:41:10 De dónde viene el dinero
00:43:05 Porqué Barcelona
00:44:50 Cómo medir el impacto
00:46:50 Objetivos sostenibles
00:48:50 Tesla y la teoría del cambio
00:51:22 Impacto positivo/negativo
00:53:10 Sostenibilidad del capitalismo
00:56:20 Uso de la tecnología (el poder de los dioses)
00:57: 10 Las ramas de Norrsken
01:04:00 ¿Tienes impacto positivo?
01:06:30 Encontrar significado en tu trabajo
01:07:20 Futuro de Norrsken
01:11:50 Los unicornios de más impacto
01:13:10 Gobierno y dinero público
01:17:10 Inspiraciones

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS5EMzgyRkY2QzI3NjdDMDM4,Caer para resurgir: las lecciones de vida de Spotahome - Podcast #255,255,2022-10-03T10:26:27Z,"¿Quieres participar en el podcast? Rellena este formulario y hablemos:
https://2ydogsajep9.typeform.com/to/sE0zvWxJ

Esta semana tenemos con nosotros a Alejandro Artacho de Spotahome. 

Con una desbordante honestidad y transparencia, Artacho nos cuenta la historia del ascenso de su compañía, desde humildes inicios en grupos de Facebook, hasta acabar levantando más de 80 millones de euros.

Spotahome es una plataforma de reservas de alquileres para media estancia. Se trata de un punto intermedio entre el corto plazo (AirBnB) y los alquileres de largo plazo y alquiler permanente. Ellos consiguen validar los apartamentos mediante una flota de spotters y le dan información a los inquilinos, a distancia, para que puedan realizar la reserva.

En este podcast aprendemos un montón de historias alrededor del company building: ¿cómo se crea un equipo ejecutivo?, ¿cómo defender una cultura de compañía mientras el negocio va creciendo?, ¿cómo afrontar crisis?, ¿cómo restaurar con éxito el 80% de la plantilla?... y mucho más, a través de las fascinantes anécdotas que ilustran las subidas y bajadas de uno de los grandes proyectos ronderos del país. 

(Artacho pertenece a la red de emprendedores Endeavor, la comunidad global líder de, por y para Emprendedores de Alto Impacto - http://endeavor.org.es/ )

00:00:00 Sobre este episodio
00:03:57 ¿Qué es Spotahome?
00:06:50 Orígenes de Spotahome
00:09:20 Coste para el usuario 
00:16:30 Competencia en el sector
00:23:45 Números actuales de Spotahome
00:25:00 ¿Quién es el cliente de Spotahome? 
00:31:00 Historia y evolución de la empresa
00:37:40 Más números y economics de la empresa
00:43:40 Flow de Neumann
00:45:40 ¿En qué países opera Spotahome?
00:47:20 Historia personal de Artacho
00:57:40 SPOTAHOME: Fase 1 (Primeras inversiones, funding, etc)
01:12:00 SPOTAHOME: Fase 2 (Contratar seniors, reemplazar fundadores)
01:26:20 Aprendizajes tochos
01:28:00 SPOTAHOME: Fase 3 (Covid y Postcovid)
01:36:05 SPOTAHOME: Fase 4 (Cultura actual de empresa, dónde están ahora) 
01:40:20 ¿Qué fundadores quedan?
01:42:15 Dura etapa de pandemia y Reflexiones
01:45:50 El largo plazo para Spotahome
01:48:50 ¿Venderías?

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
💰 Indexa Capital: https://rebrand.ly/Indexa_Capital

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4yNkZBOTQyMkYxQkQyMzc2,De emprender a los 16 años a facturar más de 65M€ con GOI - Podcast 254,254,2022-09-26T15:55:15Z,"¿Quieres participar en el podcast? Rellena este formulario y hablemos:
https://2ydogsajep9.typeform.com/to/sE0zvWxJ

Esta semana tenemos a Yaiza Canosa, CEO y fundadora de GOI, una plataforma de logística que permite transportar de punto a punto grandes envíos voluminosos, desde neveras, televisores y mucho más, principalmente para retailers tradicionales y grandes eCommerce's.

En este episodio, Yaiza nos cuenta cómo funciona su tecnología, la cual permite distribuir y enrutar todos los pedidos con proveedores locales, al mismo tiempo brindado información de dónde se encuentra el pedido y cuándo va a llegar.

Aquí Yaiza nos explica cómo GOI ha ido de 0€ a 65M€ de facturación con buenos márgenes y siendo sumamente rentable sin necesidad de recibir mucha financiación.

Sin duda Yaiza tiene un perfil de emprendedora poco común, empezando a fundar empresas y venderlas desde los 16 años como solo-founder, un tema del cual discutiremos en profundidad a finales del podcast.

No te lo pierdas, la transparencia de Yaiza es como ninguna otra.

(Yaiza pertenece a la red de emprendedores Endeavor, la comunidad global líder de, por y para Emprendedores de Alto Impacto - http://endeavor.org.es/ )

Index:

00:00:00 Sobre este episodio
00:03:26 ¿Qué es GOI?
00:04:56 ¿Cómo trabaja GOI?
00:08:08 El equipo de GOI
00:17:00 Terminología de logística
00:20:08 Tamaño de GOI
00:22:24 Márgenes de GOI
00:24:27 Facturación y negocio de volumen
00:28:00 Transporte y destinaciones
00:32:06 E-commerce y retail offline
00:36:58 El core de la tecnología de GOI
00:42:38 GOI.com
00:44:35 Los inicios de Yaiza como empresaria
01:01:57 Valoración de la compañía y los business angels
01:13:04 El perfil psicológico del emprendedor sin cofundador
01:20:59 Debilidades e inspiración


PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS43OTNDNTk0OUNGMDA1MUNG,GrowPro: resucitar tras la pandemia para facturar el triple - Podcast 253,253,2022-09-19T16:11:36Z,"Esta semana tenemos con nosotros a Goiko Llobet, de GrowPro, una plataforma que facilita experiencias internacionales para que jóvenes puedan trabajar y estudiar en otros países.

En este episodio vamos a descubrir cómo llegaron al 2019 facturando 7M€ sin conseguir inversión alguna y cómo el COVID cambió todos sus planes. Pasaron de ""ser una empresa de ventas a una empresa de soporte"", brindando devoluciones a todos aquellos que planeaban viajar. En medio de esta situación, decidieron levantar dinero, pero en medio de este proceso uno de los cofundadores decidió retirar su cargo.

Quédate hasta el final para entender cómo a pesar de todo ello, buscan facturar 20M€ este años.

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS41ODI2RjhGOTVBODI2NDE5,"We Are Knitters: el reto de escalar en un nicho, con Pepita Marín - Podcast 252",252,2022-09-12T16:09:55Z,"Esta semana tenemos a Pepita Marín, CEO y cofundadora de We Are Knitters, una Digital Native Vertical Brand que vende kits y herramientas necesarias para aprender a tejer, así como lanas y prendas de este material. 

Con 12 años de historia, WAK ha logrado distribuirse alrededor de 15 países y ha llegado a facturar cerca de 20M€ durante los años 2020 y 2021. En este episodio, Pepita no solo nos cuenta cómo llega a este nicho y por qué se ha puesto a la tarea de crear la necesidad de tejer, sino que también explica con suma transparencia y detalle todo lo que ocurre detrás de su modelo de negocio.

Hace menos de dos semanas han abierto su primera tienda en Madrid. Conoce los retos que esto supone y el futuro que le espera para poder alcanzar los 100M€. 

Hay muchas personas creando marcas digitales, pero pocas llegan a este nivel de tracción y crecimiento, especialmente en un nicho como lo es el mundo del tejer.

Conoce su historia.

(Pepita pertenece a la red Endeavor, una organización global que selecciona y apoya a emprendedores de alto impacto para catalizar su proyección a largo plazo: endeavor.org.es)

Index:

00:00:00 Sobre este episodio
00:02:58 ¿Qué es We Are Knitters?
00:07:23 Todo sobre sus clientes
00:21:14 Economics: compra media, facturación, ventas, etc.
00:39:08 ¿Quién se encarga y cómo ejecutan la operación
00:43:32 La historia de We Are Knitters
00:50:35 ¿En qué momento levantan dinero?
00:56:11 La apertura de su nueva tienda física y el futuro de WAK
00:58:30 Sus fuentes de inspiración
01:02:35 ¿Ha vendido parte de sus acciones?

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS45MTRCQjE3QzVGNDREODIz,Auronix: cómo comprar un negocio de 24 años y llevarlo al siguiente nivel - Podcast 251,251,2022-09-05T16:06:49Z,"Esta semana tenemos a Martín Urrutia, co-CEO en Auronix, una empresa que construye soluciones de mensajería y chatbots para grandes empresas que desean comunicarse con sus clientes a través de las plataformas que más utilizan, como ﻿Whatsapp.

Auronix es un caso de éxito de ""emprendimiento por adquisición"" a través de un Search Fund. Precisamente en este episodio conoceremos en qué consiste esta modalidad, indagando en la historia de Martín junto a su socio Adrián, quienes estuvieron buscando durante dos años una empresa lo suficientemente grande que estuviera dispuesta a ser comprada para asumir el control de esta.﻿

﻿Te recomendamos quedarte hasta el final no solo para descubrir cómo fue el proceso para entrar a la compañía como nuevos líderes, sino a su vez cómo lograron transformar el negocio familiar de 24 años y escalarlo a nuevas verticales.

Un interesante podcast para empezar a conocer el ecosistema de Startups en México.

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS5FRkU3NjdFNDBDMjFBNTlF,"La historia de Trainingym, un doloroso camino a la escalabilidad - Podcast 250",250,2022-08-29T16:07:45Z,"Esta semana tenemos con nosotros a Rafa Martos, CEO y cofundador de Trainingym, un servicio de gestión integral para los gimnasios que facilita tanto la fidelización de usuarios como el control de reservas.

Rafa nos cuenta su historia personal, empezando por su primer intento de montar un gimnasio que terminaría fracasando con una deuda bancaria. No obstante, las lecciones de aquella experiencia fueron lo que le permitió a él y a su socio Bernardo escalar a 2M€ de ARR, hasta llegar a estar incorporado en 1 de cada 5 gimnasios de España, con intenciones de expandirse a Latinoamérica.

Quédate hasta el final para conocer una de las historias más impactantes en el ámbito corporativo, pues en un momento perdió el control de la compañía y tuvo que luchar para recuperarlo.

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
UExzOENaNGJsY0VLdEhNTUZrNHMyM1Q4UGktWkNLb2hEdS4xRUU4M0JFMUQ4QTA2MjVB,Unnax: el primer Banking-as-a-Service de España - Podcast 249,249,2022-08-22T16:14:27Z,"Esta semana tenemos a Julián Díaz-Santos, cofundador y CEO de Unnax, la fintech que provee Open Banking para empresas que quieran ofrecer a sus clientes servicios de agregación bancaria, pagos, onboarding y dinero electrónico a través de una única API.

Habiendo facturado 3.5M€ el año pasado y con intenciones de superar los 6M€ este año, Unnax se ha convertido en la primera fintech en conseguir el trío de licencias EDE, AISP y PISP, permitiéndole ofrecer servicios que van más allá los contemplados por la directiva PSD2.

Conoce las complejidades del mundo bancario y cómo es posible escalar un negocio que es limitado por múltiples regulaciones, logrando incluso levantar más de 9M€.

PATROCINADORES 
🧍 Factorial: https://rebrand.ly/factorial_hr
💻 The Nest: https://rebrand.ly/thenest_webhelp
🎦 Zoom: https://rebrand.ly/zoom_itnig

"
